address,avgspeed,carport,lat,lon,pk,totalvol,time
信義支線隧道內3+490,56,3,25.028725,121.571226,V9230A1,9,2015-11-20 02:46:22.103
中山北路-通河街口(劍潭青年活動中心旁,55,4,25.079381,121.524353,VRNIF40,26,2015-11-20 02:46:22.103
敦化南路一段162號前槽化島上,47,4,25.04349,121.548451,VJGPQ00,6,2015-11-20 02:46:22.103
自強隧道中段,55,2,25.08948611,121.5488722,VU9NA40,6,2015-11-20 02:46:22.103
萬板橋橋上入城門架(環快上方,43,2,25.030301,121.488201,VGIA660,6,2015-11-20 02:46:22.103
中山北路2段46號前,52,4,25.055344,121.522656,VN5HV00,21,2015-11-20 02:46:22.103
正氣接市民,37,2,25.045464,121.566199,V0380F0,5,2015-11-20 02:46:22.103
辛亥下匝道與銜接建高入口,31,2,25.027576,121.537996,V1001B0,4,2015-11-20 02:46:22.103
忠孝東路四段100號前,51,3,25.041412,121.54647,VJGMT20,34,2015-11-20 02:46:22.103
大度路(大度路二段-第二迴轉道,42,3,25.121857,121.485989,V56BU20,20,2015-11-20 02:46:22.103
基高往水快匝道,66,1,25.013718,121.540353,V42B1E0,21,2015-11-20 02:46:22.103
民族西路足球場14號門對面人行道上,38,4,25.068416,121.521056,VQFHC20,21,2015-11-20 02:46:22.103
仁愛路一段29號前,35,4,25.03878,121.522804,VIRHZ20,6,2015-11-20 02:46:22.103
德行東路322號對面人行道,43,2,25.110573,121.537219,VZLKH60,5,2015-11-20 02:46:22.103
民權東路四段新中街口往西約45M處,37,3,25.062606,121.559637,VNXPC60,4,2015-11-20 02:46:22.103
市高西寧西側往東,61,1,25.048579,121.516007,V0111C0,36,2015-11-20 02:46:22.103
仁愛下與信義下匝道,68,3,25.042882,121.537022,V1270E0,36,2015-11-20 02:46:22.103
成功路(金龍路-康湖路,35,2,25.084652,121.598723,VTZY920,8,2015-11-20 02:46:22.103
民生東路五段224號前,0,2,25.059018,121.56536,VNDRK20,0,2015-11-20 02:46:22.103
研究院路2段40號前,36,1,25.046406,121.615249,VKE4M40,2,2015-11-20 02:46:22.103
離出口匝道鼻端下游50公尺,58,1,25.041993,121.49947,V50C2A0,5,2015-11-20 02:46:22.103
離中正路下游約200公尺,47,3,25.00358,121.535385,V4010A0,22,2015-11-20 02:46:22.103
信義支線隧道內2+920,51,3,25.02458,121.57624,V9050A0,6,2015-11-20 02:46:22.103
離出口匝道鼻端下游50公尺,63,1,24.998103,121.537026,V2PK0E0,12,2015-11-20 02:46:22.103
辛亥路4段辛亥捷運站前左側,41,2,25.005187,121.557415,VB5PL40,11,2015-11-20 02:46:22.103
離西藏路下游125公尺,37,1,25.035464,121.489108,V52C2E0,18,2015-11-20 02:46:22.103
舊宗堤頂,79,2,25.056919,121.580702,V6340G1,9,2015-11-20 02:46:22.103
舊宗堤頂,33,2,25.059285,121.585074,V6340G0,10,2015-11-20 02:46:22.103
木柵路四段153號對面人行道上,0,2,24.999296,121.575141,VACTV20,0,2015-11-20 02:46:22.103
離入口匝道鼻端上游200公尺,22,2,25.019074,121.492937,V4081G0,6,2015-11-20 02:46:22.103
南京東路五段108號前,21,2,25.051195,121.562004,VLMR820,1,2015-11-20 02:46:22.103
仁愛路二段27號前,57,4,25.038556,121.527342,VIPIZ60,6,2015-11-20 02:46:22.103
金山南路一段72-1號前,48,4,25.037018,121.528187,VIPIZ61,17,2015-11-20 02:46:22.103
景美入口匝道起點,24,1,25.006184,121.534109,V4011A0,7,2015-11-20 02:46:22.103
北安路及中山北路四段中央分隔島號誌,49,2,25.076999,121.525398,VSVI900,9,2015-11-20 02:46:22.103
離往北往南方向岔出點下游30公尺,0,1,25.01402,121.526662,V4031A0,0,2015-11-20 02:46:22.103
堤頂上匝道,45,1,25.054868,121.57651,V6121A0,3,2015-11-20 02:46:22.103
辛亥路6段80巷口,49,2,24.98919,121.55244,V1SNV00,3,2015-11-20 02:46:22.103
忠孝東路七段570號(消防栓旁,42,4,25.052795,121.613745,VM64J20,8,2015-11-20 02:46:22.103
離福和橋往水快匝道鼻端下游30公尺,49,1,25.008713,121.533911,V42B1D0,1,2015-11-20 02:46:22.103
建國南路一段162號前,29,3,25.04113,121.537104,VJHKR40,4,2015-11-20 02:46:22.103
忠孝東路七段台電481號前新立桿,35,2,25.052639,121.611194,VLV3D60,2,2015-11-20 02:46:22.103
忠孝東路四段235號前,45,6,25.04154722,121.5537111,VJGNY60,35,2015-11-20 02:46:22.103
市民大道三段232號對面橋下,53,2,25.04489,121.540995,VK6L860,25,2015-11-20 02:46:22.103
松智路-松高 往北,23,6,25.037748,121.565411,VIWRJ00,10,2015-11-20 02:46:22.103
建國北路二段186巷口,51,2,25.05944,121.536718,VP5KR40,16,2015-11-20 02:46:22.103
中正路百齡橋頭中央分隔島號誌(往重陽橋方向,66,3,25.087858,121.511972,VUIFC60,19,2015-11-20 02:46:22.103
離出口匝道鼻端下游20公尺,44,1,25.018271,121.5008,V42F2E0,4,2015-11-20 02:46:22.103
文林北路68號前,46,6,25.105143,121.518198,VYRGM00,17,2015-11-20 02:46:22.103
基隆路一段8號前,36,6,25.050732,121.569781,VL9SB00,9,2015-11-20 02:46:22.103
松江路190號前,37,4,25.056691,121.533078,VMEJW40,27,2015-11-20 02:46:22.103
舊宗經貿,61,2,25.060485,121.587588,V6160C0,12,2015-11-20 02:46:22.103
辛亥下與敦化下,71,2,25.019741,121.547464,V2120C0,14,2015-11-20 02:46:22.103
舊宗經貿,39,2,25.060714,121.591197,V6160C1,14,2015-11-20 02:46:22.103
舊宗經貿,72,2,25.058283,121.598489,V6160C2,11,2015-11-20 02:46:22.103
舊宗經貿,92,2,25.058477,121.602039,V6160C3,6,2015-11-20 02:46:22.103
舊宗經貿,76,2,25.058993,121.606105,V6160C4,10,2015-11-20 02:46:22.103
舊宗經貿,86,2,25.060107,121.609639,V6160C5,7,2015-11-20 02:46:22.103
舊宗經貿,59,2,25.06105,121.610882,V6160C6,8,2015-11-20 02:46:22.103
舊宗經貿,25,2,25.061994,121.611739,V6160C7,6,2015-11-20 02:46:22.103
辛亥路4段21巷口,46,2,25.008552,121.557995,VB5PL60,16,2015-11-20 02:46:22.103
自強隧道中段,44,2,25.09181667,121.5491278,VF9M500,2,2015-11-20 02:46:22.103
松仁-松壽 往北,47,3,25.035272,121.568491,VI9S600,14,2015-11-20 02:46:22.103
松仁-松勇 往北,47,3,25.032754,121.568271,VHXS600,23,2015-11-20 02:46:22.103
信義五段-松仁路往東,38,4,25.032796,121.566498,VHJS620,19,2015-11-20 02:46:22.103
長安東路出口匝道,53,2,25.046304,121.536998,V10F2A0,9,2015-11-20 02:46:22.103
復興南路一段255號對面人行道上,31,3,25.036717,121.543595,VIAM700,29,2015-11-20 02:46:22.103
匝道出口處標誌牌面上,36,1,25.02083,121.548331,VEWN0C0,2,2015-11-20 02:46:22.103
永吉路195號前,57,2,25.04549,121.573414,VKESJ10,21,2015-11-20 02:46:22.103
辛亥上與信義上匝道,71,2,25.026459,121.537318,V1010A1,24,2015-11-20 02:46:22.103
辛亥上與信義上匝道,61,2,25.02216,121.532018,V1010A0,32,2015-11-20 02:46:22.103
建國南路一段304巷口,46,3,25.035657,121.537635,VINKW40,6,2015-11-20 02:46:22.103
環東大道(南京東至永吉,84,1,25.049846,121.569507,VLKSH01,6,2015-11-20 02:46:22.103
環東大道(南京東至永吉,73,3,25.049846,121.569507,VLKSH00,25,2015-11-20 02:46:22.103
建國南路一段(八德市場38號對面,23,1,25.045719,121.536331,VK7KP40,3,2015-11-20 02:46:22.103
堤頂舊宗,78,2,25.054696,121.5765,V6350G0,9,2015-11-20 02:46:22.103
信義路上匝道,44,1,25.034545,121.538046,V1011A0,1,2015-11-20 02:46:22.103
中山北路五段460巷口,35,4,25.091837,121.527907,VVYIV00,36,2015-11-20 02:46:22.103
復興北路495號前(路燈桿,62,1,25.065284,121.544417,VPWMA00,4,2015-11-20 02:46:22.103
松高路-松仁 往西,26,3,25.039046,121.5684,VIWRJ60,7,2015-11-20 02:46:22.103
仁愛上與忠孝上匝道,82,3,25.039052,121.53758,V1030A0,38,2015-11-20 02:46:22.103
民權東路三段8-1號前,24,4,25.062251,121.538484,VP5KR62,8,2015-11-20 02:46:22.103
信義路四段65號前路燈桿,35,2,25.033312,121.545534,VHMML20,6,2015-11-20 02:46:22.103
林森北路588號前,46,1,25.065519,121.525742,VPYIH00,11,2015-11-20 02:46:22.103
民權東路二段160號前,44,4,25.06238,121.535135,VP5KR60,15,2015-11-20 02:46:22.103
堤頂大道二段344號對面人行道,51,4,25.079645,121.563462,VT5QV00,6,2015-11-20 02:46:22.103
南湖經貿,85,2,25.061213,121.619496,V6320G0,4,2015-11-20 02:46:22.103
至善路三段113號對面人行道上,0,2,25.11472,121.570355,V3ZT820,0,2015-11-20 02:46:22.103
松壽-松仁 往東,8,3,25.035804,121.566244,VI9RW20,2,2015-11-20 02:46:22.103
南湖經貿,79,2,25.062931,121.6167,V6320G1,5,2015-11-20 02:46:22.103
羅斯福路六段88號前,36,6,24.998524,121.540297,V2KLN40,142,2015-11-20 02:46:22.103
松仁路方向上信義支線匝道3+315,0,1,25.033187,121.57297,V9201A0,0,2015-11-20 02:46:22.103
向陽路168號(首都客運停車場右側,50,4,25.055367,121.594194,VMLXB00,11,2015-11-20 02:46:22.103
東新街-昆陽街  路段間市民大道昆陽街西側,28,4,25.05082778,121.5907472,VLNX920,4,2015-11-20 02:46:22.103
詔安街38巷口,60,2,25.020643,121.519973,V4270C0,17,2015-11-20 02:46:22.103
內湖路(基湖路-港墘路,40,2,25.082103,121.56684,VTHRR20,4,2015-11-20 02:46:22.103
萬大路97號前,42,2,25.030163,121.500353,VH6DG00,11,2015-11-20 02:46:22.103
大直橋(明水路上方,45,6,25.077215,121.544468,VSEMA00,15,2015-11-20 02:46:22.103
逸仙路-忠孝 往北,46,4,25.040101,121.561606,VJFQQ00,27,2015-11-20 02:46:22.103
中山南路5號前,42,4,25.042929,121.518699,VHWGD60,15,2015-11-20 02:46:22.103
離民族東路上游約80公尺,29,2,25.067611,121.527806,VN0E0E2,15,2015-11-20 02:46:22.103
圓山上與民權下匝道,113,2,25.068436,121.533218,V1210E0,16,2015-11-20 02:46:22.103
仁愛路出口匝道,66,1,25.040045,121.537466,V12D2E0,1,2015-11-20 02:46:22.103
建國南路一段濟南路營區前(空總側門左側,33,2,25.03905,121.538135,VJ7KV40,7,2015-11-20 02:46:22.103
北安路813-1號前燈桿,33,4,25.084883,121.555594,VU8P760,7,2015-11-20 02:46:22.103
入口匝道起點,66,1,25.063583,121.528083,VN0E0E0,2,2015-11-20 02:46:22.103
離新生北路三段11巷上游約6公尺,87,2,25.0635,121.528111,VN0E0E1,16,2015-11-20 02:46:22.103
仁愛路三段47號前槽化島上,68,4,25.038237,121.535694,VINKW20,8,2015-11-20 02:46:22.103
萬大路上與西園路下,65,3,25.029272,121.488687,V4090H0,8,2015-11-20 02:46:22.103
和平下與辛亥下匝道,84,3,25.033842,121.537845,V1290E0,35,2015-11-20 02:46:22.103
中山北路六段90號對面人行道上,53,4,25.104805,121.524492,VYBIB00,17,2015-11-20 02:46:22.103
民生西路249號前,52,2,25.057181,121.514388,VMUGG20,15,2015-11-20 02:46:22.103
羅斯福路二段7號前,36,6,25.028883,121.520879,VGTHG00,20,2015-11-20 02:46:22.103
昆明街與洛陽街口,23,2,25.047964,121.506302,VJQEB00,8,2015-11-20 02:46:22.103
往北起點端至辛亥路下匝道,78,2,25.023604,121.537969,V3120C0,16,2015-11-20 02:46:22.103
市民大道四段103號對面橋下,39,2,25.044875,121.547387,VJGPQ20,25,2015-11-20 02:46:22.103
長安下與南京下匝道,67,3,25.045629,121.536331,V10C0A0,36,2015-11-20 02:46:22.103
經貿舊宗,61,2,25.060566,121.587539,V6330G8,13,2015-11-20 02:46:22.103
市高延吉西側往東,73,3,25.044518,121.551379,V0150C2,39,2015-11-20 02:46:22.103
忠孝西路一段70號前(消防隊,39,3,25.046708,121.514493,VKLGD20,39,2015-11-20 02:46:22.103
市高敦化西側往東,48,3,25.044889,121.547972,V0150C1,57,2015-11-20 02:46:22.103
經貿舊宗,60,2,25.06094,121.591158,V6330G7,9,2015-11-20 02:46:22.103
八德路二段346巷口,46,3,25.047675,121.544595,VKRM820,16,2015-11-20 02:46:22.103
信義支線隧道外2+850,29,3,25.022051,121.576476,V9240A0,18,2015-11-20 02:46:22.103
建國北路三段121號前,55,2,25.066549,121.535639,VPLKP40,10,2015-11-20 02:46:22.103
仁愛路二段71號旁,7,4,25.038372,121.530978,VIPJA20,5,2015-11-20 02:46:22.103
民生東路三段138號前,28,6,25.057516,121.546938,VMYN820,10,2015-11-20 02:46:22.103
基隆路四段75號(台電大門左側,42,2,25.012748,121.538912,VCPKT00,14,2015-11-20 02:46:22.103
松江路297巷口,46,3,25.060296,121.532301,VNLJX20,5,2015-11-20 02:46:22.103
健康路174號旁,25,4,25.053851,121.558914,VM9QH20,15,2015-11-20 02:46:22.103
光復北路11巷加油站出口右側人行道,43,4,25.048981,121.557782,VL7PX00,22,2015-11-20 02:46:22.103
基隆-和平東 往南,44,4,25.02555,121.553772,VG7PG50,42,2015-11-20 02:46:22.103
民權東路六段(中天電視對面,54,4,25.068772,121.583068,VQEUU60,18,2015-11-20 02:46:22.103
思源路水博館對面人行道上,35,3,25.014158,121.531022,VDKJT00,12,2015-11-20 02:46:22.103
忠孝西路二段34號前,36,2,25.048531,121.50685,VKXET20,9,2015-11-20 02:46:22.103
民生東路四段118號對面人行道,36,2,25.058365,121.554335,VN8PG20,2,2015-11-20 02:46:22.103
莒光路42號前,22,2,25.031218,121.505996,VH7E760,1,2015-11-20 02:46:22.103
安和路一段73號前,22,2,25.036941,121.551881,VIMNN00,2,2015-11-20 02:46:22.103
至善路二段258號前,53,2,25.100358,121.550658,VXWNW20,6,2015-11-20 02:46:22.103
舊宗麥二,65,2,25.051415,121.570558,V6360G1,11,2015-11-20 02:46:22.103
舊宗麥二,71,2,25.053432,121.574194,V6360G0,22,2015-11-20 02:46:22.103
離金門街35巷下游約25公尺,21,2,25.021829,121.516609,V42E2E0,3,2015-11-20 02:46:22.103
安和路一段21巷口,22,2,25.039295,121.549998,VJGMT00,1,2015-11-20 02:46:22.103
桂林路22號前,21,2,25.037692,121.505775,VIME560,5,2015-11-20 02:46:22.103
出口匝道上與忠孝橋匝道交會處,55,1,25.051907,121.506943,V0112A0,23,2015-11-20 02:46:22.103
