"noindex","log1","lat1","log2","lat2","log3","lat3","log4","lat4","row","col","centerlog","centerlat","area"
774,121.567,25.065,121.572,25.065,121.567,25.07,121.572,25.07,22,23,121.5695,25.0675,"songshan"
775,121.567,25.07,121.572,25.07,121.567,25.075,121.572,25.075,23,23,121.5695,25.0725,"songshan"
776,121.572,25.07,121.577,25.07,121.572,25.075,121.577,25.075,23,24,121.5745,25.0725,"songshan"
777,121.562,25.075,121.567,25.075,121.562,25.08,121.567,25.08,24,22,121.5645,25.0775,"songshan"
778,121.567,25.075,121.572,25.075,121.567,25.08,121.572,25.08,24,23,121.5695,25.0775,"songshan"
779,121.562,25.045,121.567,25.045,121.562,25.05,121.567,25.05,18,22,121.5645,25.0475,"songshan"
780,121.542,25.05,121.547,25.05,121.542,25.055,121.547,25.055,19,18,121.5445,25.0525,"songshan"
781,121.542,25.055,121.547,25.055,121.542,25.06,121.547,25.06,20,18,121.5445,25.0575,"songshan"
782,121.552,25.07,121.557,25.07,121.552,25.075,121.557,25.075,23,20,121.5545,25.0725,"songshan"
783,121.557,25.07,121.562,25.07,121.557,25.075,121.562,25.075,23,21,121.5595,25.0725,"songshan"
784,121.562,25.07,121.567,25.07,121.562,25.075,121.567,25.075,23,22,121.5645,25.0725,"songshan"
785,121.552,25.075,121.557,25.075,121.552,25.08,121.557,25.08,24,20,121.5545,25.0775,"songshan"
786,121.557,25.075,121.562,25.075,121.557,25.08,121.562,25.08,24,21,121.5595,25.0775,"songshan"
787,121.492,25.005,121.497,25.005,121.492,25.01,121.497,25.01,10,8,121.4945,25.0075,"wanhua"
788,121.487,25.01,121.492,25.01,121.487,25.015,121.492,25.015,11,7,121.4895,25.0125,"wanhua"
789,121.492,25.01,121.497,25.01,121.492,25.015,121.497,25.015,11,8,121.4945,25.0125,"wanhua"
790,121.497,25.01,121.502,25.01,121.497,25.015,121.502,25.015,11,9,121.4995,25.0125,"wanhua"
791,121.502,25.01,121.507,25.01,121.502,25.015,121.507,25.015,11,10,121.5045,25.0125,"wanhua"
792,121.487,25.015,121.492,25.015,121.487,25.02,121.492,25.02,12,7,121.4895,25.0175,"wanhua"
793,121.492,25.015,121.497,25.015,121.492,25.02,121.497,25.02,12,8,121.4945,25.0175,"wanhua"
794,121.497,25.015,121.502,25.015,121.497,25.02,121.502,25.02,12,9,121.4995,25.0175,"wanhua"
795,121.502,25.015,121.507,25.015,121.502,25.02,121.507,25.02,12,10,121.5045,25.0175,"wanhua"
796,121.487,25.02,121.492,25.02,121.487,25.025,121.492,25.025,13,7,121.4895,25.0225,"wanhua"
797,121.492,25.02,121.497,25.02,121.492,25.025,121.497,25.025,13,8,121.4945,25.0225,"wanhua"
798,121.497,25.02,121.502,25.02,121.497,25.025,121.502,25.025,13,9,121.4995,25.0225,"wanhua"
799,121.502,25.02,121.507,25.02,121.502,25.025,121.507,25.025,13,10,121.5045,25.0225,"wanhua"
800,121.482,25.025,121.487,25.025,121.482,25.03,121.487,25.03,14,6,121.4845,25.0275,"wanhua"
801,121.487,25.025,121.492,25.025,121.487,25.03,121.492,25.03,14,7,121.4895,25.0275,"wanhua"
802,121.492,25.025,121.497,25.025,121.492,25.03,121.497,25.03,14,8,121.4945,25.0275,"wanhua"
803,121.497,25.025,121.502,25.025,121.497,25.03,121.502,25.03,14,9,121.4995,25.0275,"wanhua"
804,121.482,25.03,121.487,25.03,121.482,25.035,121.487,25.035,15,6,121.4845,25.0325,"wanhua"
805,121.487,25.03,121.492,25.03,121.487,25.035,121.492,25.035,15,7,121.4895,25.0325,"wanhua"
806,121.492,25.03,121.497,25.03,121.492,25.035,121.497,25.035,15,8,121.4945,25.0325,"wanhua"
807,121.497,25.03,121.502,25.03,121.497,25.035,121.502,25.035,15,9,121.4995,25.0325,"wanhua"
808,121.487,25.035,121.492,25.035,121.487,25.04,121.492,25.04,16,7,121.4895,25.0375,"wanhua"
809,121.492,25.035,121.497,25.035,121.492,25.04,121.497,25.04,16,8,121.4945,25.0375,"wanhua"
810,121.497,25.035,121.502,25.035,121.497,25.04,121.502,25.04,16,9,121.4995,25.0375,"wanhua"
811,121.487,25.04,121.492,25.04,121.487,25.045,121.492,25.045,17,7,121.4895,25.0425,"wanhua"
812,121.492,25.04,121.497,25.04,121.492,25.045,121.497,25.045,17,8,121.4945,25.0425,"wanhua"
813,121.497,25.04,121.502,25.04,121.497,25.045,121.502,25.045,17,9,121.4995,25.0425,"wanhua"
814,121.502,25.04,121.507,25.04,121.502,25.045,121.507,25.045,17,10,121.5045,25.0425,"wanhua"
815,121.497,25.045,121.502,25.045,121.497,25.05,121.502,25.05,18,9,121.4995,25.0475,"wanhua"
816,121.502,25.025,121.507,25.025,121.502,25.03,121.507,25.03,14,10,121.5045,25.0275,"wanhua"
817,121.502,25.03,121.507,25.03,121.502,25.035,121.507,25.035,15,10,121.5045,25.0325,"wanhua"
818,121.502,25.035,121.507,25.035,121.502,25.04,121.507,25.04,16,10,121.5045,25.0375,"wanhua"
819,121.557,24.96,121.562,24.96,121.557,24.965,121.562,24.965,1,21,121.5595,24.9625,"wenshan"
820,121.562,24.96,121.567,24.96,121.562,24.965,121.567,24.965,1,22,121.5645,24.9625,"wenshan"
821,121.567,24.96,121.572,24.96,121.567,24.965,121.572,24.965,1,23,121.5695,24.9625,"wenshan"
822,121.572,24.96,121.577,24.96,121.572,24.965,121.577,24.965,1,24,121.5745,24.9625,"wenshan"
823,121.577,24.96,121.582,24.96,121.577,24.965,121.582,24.965,1,25,121.5795,24.9625,"wenshan"
824,121.582,24.96,121.587,24.96,121.582,24.965,121.587,24.965,1,26,121.5845,24.9625,"wenshan"
825,121.587,24.96,121.592,24.96,121.587,24.965,121.592,24.965,1,27,121.5895,24.9625,"wenshan"
826,121.592,24.96,121.597,24.96,121.592,24.965,121.597,24.965,1,28,121.5945,24.9625,"wenshan"
827,121.597,24.96,121.602,24.96,121.597,24.965,121.602,24.965,1,29,121.5995,24.9625,"wenshan"
828,121.602,24.96,121.607,24.96,121.602,24.965,121.607,24.965,1,30,121.6045,24.9625,"wenshan"
829,121.607,24.96,121.612,24.96,121.607,24.965,121.612,24.965,1,31,121.6095,24.9625,"wenshan"
830,121.557,24.965,121.562,24.965,121.557,24.97,121.562,24.97,2,21,121.5595,24.9675,"wenshan"
831,121.562,24.965,121.567,24.965,121.562,24.97,121.567,24.97,2,22,121.5645,24.9675,"wenshan"
832,121.567,24.965,121.572,24.965,121.567,24.97,121.572,24.97,2,23,121.5695,24.9675,"wenshan"
833,121.572,24.965,121.577,24.965,121.572,24.97,121.577,24.97,2,24,121.5745,24.9675,"wenshan"
834,121.577,24.965,121.582,24.965,121.577,24.97,121.582,24.97,2,25,121.5795,24.9675,"wenshan"
835,121.582,24.965,121.587,24.965,121.582,24.97,121.587,24.97,2,26,121.5845,24.9675,"wenshan"
836,121.587,24.965,121.592,24.965,121.587,24.97,121.592,24.97,2,27,121.5895,24.9675,"wenshan"
837,121.592,24.965,121.597,24.965,121.592,24.97,121.597,24.97,2,28,121.5945,24.9675,"wenshan"
838,121.597,24.965,121.602,24.965,121.597,24.97,121.602,24.97,2,29,121.5995,24.9675,"wenshan"
839,121.602,24.965,121.607,24.965,121.602,24.97,121.607,24.97,2,30,121.6045,24.9675,"wenshan"
840,121.607,24.965,121.612,24.965,121.607,24.97,121.612,24.97,2,31,121.6095,24.9675,"wenshan"
841,121.612,24.965,121.617,24.965,121.612,24.97,121.617,24.97,2,32,121.6145,24.9675,"wenshan"
842,121.617,24.965,121.622,24.965,121.617,24.97,121.622,24.97,2,33,121.6195,24.9675,"wenshan"
843,121.552,24.97,121.557,24.97,121.552,24.975,121.557,24.975,3,20,121.5545,24.9725,"wenshan"
844,121.557,24.97,121.562,24.97,121.557,24.975,121.562,24.975,3,21,121.5595,24.9725,"wenshan"
845,121.562,24.97,121.567,24.97,121.562,24.975,121.567,24.975,3,22,121.5645,24.9725,"wenshan"
846,121.567,24.97,121.572,24.97,121.567,24.975,121.572,24.975,3,23,121.5695,24.9725,"wenshan"
847,121.572,24.97,121.577,24.97,121.572,24.975,121.577,24.975,3,24,121.5745,24.9725,"wenshan"
848,121.577,24.97,121.582,24.97,121.577,24.975,121.582,24.975,3,25,121.5795,24.9725,"wenshan"
849,121.582,24.97,121.587,24.97,121.582,24.975,121.587,24.975,3,26,121.5845,24.9725,"wenshan"
850,121.587,24.97,121.592,24.97,121.587,24.975,121.592,24.975,3,27,121.5895,24.9725,"wenshan"
851,121.592,24.97,121.597,24.97,121.592,24.975,121.597,24.975,3,28,121.5945,24.9725,"wenshan"
852,121.597,24.97,121.602,24.97,121.597,24.975,121.602,24.975,3,29,121.5995,24.9725,"wenshan"
853,121.602,24.97,121.607,24.97,121.602,24.975,121.607,24.975,3,30,121.6045,24.9725,"wenshan"
854,121.607,24.97,121.612,24.97,121.607,24.975,121.612,24.975,3,31,121.6095,24.9725,"wenshan"
855,121.612,24.97,121.617,24.97,121.612,24.975,121.617,24.975,3,32,121.6145,24.9725,"wenshan"
856,121.617,24.97,121.622,24.97,121.617,24.975,121.622,24.975,3,33,121.6195,24.9725,"wenshan"
857,121.552,24.975,121.557,24.975,121.552,24.98,121.557,24.98,4,20,121.5545,24.9775,"wenshan"
858,121.557,24.975,121.562,24.975,121.557,24.98,121.562,24.98,4,21,121.5595,24.9775,"wenshan"
859,121.562,24.975,121.567,24.975,121.562,24.98,121.567,24.98,4,22,121.5645,24.9775,"wenshan"
860,121.567,24.975,121.572,24.975,121.567,24.98,121.572,24.98,4,23,121.5695,24.9775,"wenshan"
861,121.572,24.975,121.577,24.975,121.572,24.98,121.577,24.98,4,24,121.5745,24.9775,"wenshan"
862,121.577,24.975,121.582,24.975,121.577,24.98,121.582,24.98,4,25,121.5795,24.9775,"wenshan"
863,121.582,24.975,121.587,24.975,121.582,24.98,121.587,24.98,4,26,121.5845,24.9775,"wenshan"
864,121.587,24.975,121.592,24.975,121.587,24.98,121.592,24.98,4,27,121.5895,24.9775,"wenshan"
865,121.592,24.975,121.597,24.975,121.592,24.98,121.597,24.98,4,28,121.5945,24.9775,"wenshan"
866,121.597,24.975,121.602,24.975,121.597,24.98,121.602,24.98,4,29,121.5995,24.9775,"wenshan"
867,121.602,24.975,121.607,24.975,121.602,24.98,121.607,24.98,4,30,121.6045,24.9775,"wenshan"
868,121.542,24.98,121.547,24.98,121.542,24.985,121.547,24.985,5,18,121.5445,24.9825,"wenshan"
869,121.547,24.98,121.552,24.98,121.547,24.985,121.552,24.985,5,19,121.5495,24.9825,"wenshan"
870,121.552,24.98,121.557,24.98,121.552,24.985,121.557,24.985,5,20,121.5545,24.9825,"wenshan"
871,121.557,24.98,121.562,24.98,121.557,24.985,121.562,24.985,5,21,121.5595,24.9825,"wenshan"
872,121.562,24.98,121.567,24.98,121.562,24.985,121.567,24.985,5,22,121.5645,24.9825,"wenshan"
873,121.567,24.98,121.572,24.98,121.567,24.985,121.572,24.985,5,23,121.5695,24.9825,"wenshan"
874,121.572,24.98,121.577,24.98,121.572,24.985,121.577,24.985,5,24,121.5745,24.9825,"wenshan"
875,121.577,24.98,121.582,24.98,121.577,24.985,121.582,24.985,5,25,121.5795,24.9825,"wenshan"
876,121.582,24.98,121.587,24.98,121.582,24.985,121.587,24.985,5,26,121.5845,24.9825,"wenshan"
877,121.587,24.98,121.592,24.98,121.587,24.985,121.592,24.985,5,27,121.5895,24.9825,"wenshan"
878,121.592,24.98,121.597,24.98,121.592,24.985,121.597,24.985,5,28,121.5945,24.9825,"wenshan"
879,121.597,24.98,121.602,24.98,121.597,24.985,121.602,24.985,5,29,121.5995,24.9825,"wenshan"
880,121.522,24.985,121.527,24.985,121.522,24.99,121.527,24.99,6,14,121.5245,24.9875,"wenshan"
881,121.527,24.985,121.532,24.985,121.527,24.99,121.532,24.99,6,15,121.5295,24.9875,"wenshan"
882,121.532,24.985,121.537,24.985,121.532,24.99,121.537,24.99,6,16,121.5345,24.9875,"wenshan"
883,121.537,24.985,121.542,24.985,121.537,24.99,121.542,24.99,6,17,121.5395,24.9875,"wenshan"
884,121.542,24.985,121.547,24.985,121.542,24.99,121.547,24.99,6,18,121.5445,24.9875,"wenshan"
885,121.547,24.985,121.552,24.985,121.547,24.99,121.552,24.99,6,19,121.5495,24.9875,"wenshan"
886,121.552,24.985,121.557,24.985,121.552,24.99,121.557,24.99,6,20,121.5545,24.9875,"wenshan"
887,121.557,24.985,121.562,24.985,121.557,24.99,121.562,24.99,6,21,121.5595,24.9875,"wenshan"
888,121.562,24.985,121.567,24.985,121.562,24.99,121.567,24.99,6,22,121.5645,24.9875,"wenshan"
889,121.567,24.985,121.572,24.985,121.567,24.99,121.572,24.99,6,23,121.5695,24.9875,"wenshan"
890,121.572,24.985,121.577,24.985,121.572,24.99,121.577,24.99,6,24,121.5745,24.9875,"wenshan"
891,121.577,24.985,121.582,24.985,121.577,24.99,121.582,24.99,6,25,121.5795,24.9875,"wenshan"
892,121.582,24.985,121.587,24.985,121.582,24.99,121.587,24.99,6,26,121.5845,24.9875,"wenshan"
893,121.587,24.985,121.592,24.985,121.587,24.99,121.592,24.99,6,27,121.5895,24.9875,"wenshan"
894,121.592,24.985,121.597,24.985,121.592,24.99,121.597,24.99,6,28,121.5945,24.9875,"wenshan"
895,121.597,24.985,121.602,24.985,121.597,24.99,121.602,24.99,6,29,121.5995,24.9875,"wenshan"
896,121.602,24.985,121.607,24.985,121.602,24.99,121.607,24.99,6,30,121.6045,24.9875,"wenshan"
897,121.527,24.99,121.532,24.99,121.527,24.995,121.532,24.995,7,15,121.5295,24.9925,"wenshan"
898,121.532,24.99,121.537,24.99,121.532,24.995,121.537,24.995,7,16,121.5345,24.9925,"wenshan"
899,121.537,24.99,121.542,24.99,121.537,24.995,121.542,24.995,7,17,121.5395,24.9925,"wenshan"
900,121.542,24.99,121.547,24.99,121.542,24.995,121.547,24.995,7,18,121.5445,24.9925,"wenshan"
901,121.547,24.99,121.552,24.99,121.547,24.995,121.552,24.995,7,19,121.5495,24.9925,"wenshan"
902,121.552,24.99,121.557,24.99,121.552,24.995,121.557,24.995,7,20,121.5545,24.9925,"wenshan"
903,121.557,24.99,121.562,24.99,121.557,24.995,121.562,24.995,7,21,121.5595,24.9925,"wenshan"
904,121.562,24.99,121.567,24.99,121.562,24.995,121.567,24.995,7,22,121.5645,24.9925,"wenshan"
905,121.567,24.99,121.572,24.99,121.567,24.995,121.572,24.995,7,23,121.5695,24.9925,"wenshan"
906,121.572,24.99,121.577,24.99,121.572,24.995,121.577,24.995,7,24,121.5745,24.9925,"wenshan"
907,121.577,24.99,121.582,24.99,121.577,24.995,121.582,24.995,7,25,121.5795,24.9925,"wenshan"
908,121.582,24.99,121.587,24.99,121.582,24.995,121.587,24.995,7,26,121.5845,24.9925,"wenshan"
909,121.587,24.99,121.592,24.99,121.587,24.995,121.592,24.995,7,27,121.5895,24.9925,"wenshan"
910,121.592,24.99,121.597,24.99,121.592,24.995,121.597,24.995,7,28,121.5945,24.9925,"wenshan"
911,121.597,24.99,121.602,24.99,121.597,24.995,121.602,24.995,7,29,121.5995,24.9925,"wenshan"
912,121.527,24.995,121.532,24.995,121.527,25,121.532,25,8,15,121.5295,24.9975,"wenshan"
913,121.532,24.995,121.537,24.995,121.532,25,121.537,25,8,16,121.5345,24.9975,"wenshan"
914,121.537,24.995,121.542,24.995,121.537,25,121.542,25,8,17,121.5395,24.9975,"wenshan"
915,121.542,24.995,121.547,24.995,121.542,25,121.547,25,8,18,121.5445,24.9975,"wenshan"
916,121.547,24.995,121.552,24.995,121.547,25,121.552,25,8,19,121.5495,24.9975,"wenshan"
917,121.552,24.995,121.557,24.995,121.552,25,121.557,25,8,20,121.5545,24.9975,"wenshan"
918,121.557,24.995,121.562,24.995,121.557,25,121.562,25,8,21,121.5595,24.9975,"wenshan"
919,121.562,24.995,121.567,24.995,121.562,25,121.567,25,8,22,121.5645,24.9975,"wenshan"
920,121.567,24.995,121.572,24.995,121.567,25,121.572,25,8,23,121.5695,24.9975,"wenshan"
921,121.572,24.995,121.577,24.995,121.572,25,121.577,25,8,24,121.5745,24.9975,"wenshan"
922,121.577,24.995,121.582,24.995,121.577,25,121.582,25,8,25,121.5795,24.9975,"wenshan"
923,121.582,24.995,121.587,24.995,121.582,25,121.587,25,8,26,121.5845,24.9975,"wenshan"
924,121.587,24.995,121.592,24.995,121.587,25,121.592,25,8,27,121.5895,24.9975,"wenshan"
925,121.592,24.995,121.597,24.995,121.592,25,121.597,25,8,28,121.5945,24.9975,"wenshan"
926,121.597,24.995,121.602,24.995,121.597,25,121.602,25,8,29,121.5995,24.9975,"wenshan"
927,121.532,25,121.537,25,121.532,25.005,121.537,25.005,9,16,121.5345,25.0025,"wenshan"
928,121.537,25,121.542,25,121.537,25.005,121.542,25.005,9,17,121.5395,25.0025,"wenshan"
929,121.542,25,121.547,25,121.542,25.005,121.547,25.005,9,18,121.5445,25.0025,"wenshan"
930,121.547,25,121.552,25,121.547,25.005,121.552,25.005,9,19,121.5495,25.0025,"wenshan"
931,121.552,25,121.557,25,121.552,25.005,121.557,25.005,9,20,121.5545,25.0025,"wenshan"
932,121.557,25,121.562,25,121.557,25.005,121.562,25.005,9,21,121.5595,25.0025,"wenshan"
933,121.562,25,121.567,25,121.562,25.005,121.567,25.005,9,22,121.5645,25.0025,"wenshan"
934,121.567,25,121.572,25,121.567,25.005,121.572,25.005,9,23,121.5695,25.0025,"wenshan"
935,121.572,25,121.577,25,121.572,25.005,121.577,25.005,9,24,121.5745,25.0025,"wenshan"
936,121.577,25,121.582,25,121.577,25.005,121.582,25.005,9,25,121.5795,25.0025,"wenshan"
937,121.582,25,121.587,25,121.582,25.005,121.587,25.005,9,26,121.5845,25.0025,"wenshan"
938,121.587,25,121.592,25,121.587,25.005,121.592,25.005,9,27,121.5895,25.0025,"wenshan"
939,121.592,25,121.597,25,121.592,25.005,121.597,25.005,9,28,121.5945,25.0025,"wenshan"
940,121.597,25,121.602,25,121.597,25.005,121.602,25.005,9,29,121.5995,25.0025,"wenshan"
941,121.572,25.005,121.577,25.005,121.572,25.01,121.577,25.01,10,24,121.5745,25.0075,"wenshan"
942,121.577,25.005,121.582,25.005,121.577,25.01,121.582,25.01,10,25,121.5795,25.0075,"wenshan"
943,121.582,25.005,121.587,25.005,121.582,25.01,121.587,25.01,10,26,121.5845,25.0075,"wenshan"
944,121.587,25.005,121.592,25.005,121.587,25.01,121.592,25.01,10,27,121.5895,25.0075,"wenshan"
945,121.592,25.005,121.597,25.005,121.592,25.01,121.597,25.01,10,28,121.5945,25.0075,"wenshan"
946,121.582,25.01,121.587,25.01,121.582,25.015,121.587,25.015,11,26,121.5845,25.0125,"wenshan"
947,121.587,25.01,121.592,25.01,121.587,25.015,121.592,25.015,11,27,121.5895,25.0125,"wenshan"
948,121.562,25.015,121.567,25.015,121.562,25.02,121.567,25.02,12,22,121.5645,25.0175,"xinyi"
949,121.567,25.015,121.572,25.015,121.567,25.02,121.572,25.02,12,23,121.5695,25.0175,"xinyi"
950,121.572,25.015,121.577,25.015,121.572,25.02,121.577,25.02,12,24,121.5745,25.0175,"xinyi"
951,121.557,25.02,121.562,25.02,121.557,25.025,121.562,25.025,13,21,121.5595,25.0225,"xinyi"
952,121.562,25.02,121.567,25.02,121.562,25.025,121.567,25.025,13,22,121.5645,25.0225,"xinyi"
953,121.567,25.02,121.572,25.02,121.567,25.025,121.572,25.025,13,23,121.5695,25.0225,"xinyi"
954,121.572,25.02,121.577,25.02,121.572,25.025,121.577,25.025,13,24,121.5745,25.0225,"xinyi"
955,121.577,25.02,121.582,25.02,121.577,25.025,121.582,25.025,13,25,121.5795,25.0225,"xinyi"
956,121.562,25.025,121.567,25.025,121.562,25.03,121.567,25.03,14,22,121.5645,25.0275,"xinyi"
957,121.567,25.025,121.572,25.025,121.567,25.03,121.572,25.03,14,23,121.5695,25.0275,"xinyi"
958,121.572,25.025,121.577,25.025,121.572,25.03,121.577,25.03,14,24,121.5745,25.0275,"xinyi"
959,121.577,25.025,121.582,25.025,121.577,25.03,121.582,25.03,14,25,121.5795,25.0275,"xinyi"
960,121.562,25.03,121.567,25.03,121.562,25.035,121.567,25.035,15,22,121.5645,25.0325,"xinyi"
961,121.567,25.03,121.572,25.03,121.567,25.035,121.572,25.035,15,23,121.5695,25.0325,"xinyi"
962,121.572,25.03,121.577,25.03,121.572,25.035,121.577,25.035,15,24,121.5745,25.0325,"xinyi"
963,121.577,25.03,121.582,25.03,121.577,25.035,121.582,25.035,15,25,121.5795,25.0325,"xinyi"
964,121.582,25.03,121.587,25.03,121.582,25.035,121.587,25.035,15,26,121.5845,25.0325,"xinyi"
965,121.562,25.035,121.567,25.035,121.562,25.04,121.567,25.04,16,22,121.5645,25.0375,"xinyi"
966,121.567,25.035,121.572,25.035,121.567,25.04,121.572,25.04,16,23,121.5695,25.0375,"xinyi"
967,121.572,25.035,121.577,25.035,121.572,25.04,121.577,25.04,16,24,121.5745,25.0375,"xinyi"
968,121.577,25.035,121.582,25.035,121.577,25.04,121.582,25.04,16,25,121.5795,25.0375,"xinyi"
969,121.582,25.035,121.587,25.035,121.582,25.04,121.587,25.04,16,26,121.5845,25.0375,"xinyi"
970,121.562,25.04,121.567,25.04,121.562,25.045,121.567,25.045,17,22,121.5645,25.0425,"xinyi"
971,121.567,25.04,121.572,25.04,121.567,25.045,121.572,25.045,17,23,121.5695,25.0425,"xinyi"
972,121.572,25.04,121.577,25.04,121.572,25.045,121.577,25.045,17,24,121.5745,25.0425,"xinyi"
973,121.562,25.005,121.567,25.005,121.562,25.01,121.567,25.01,10,22,121.5645,25.0075,"xinyi"
974,121.562,25.01,121.567,25.01,121.562,25.015,121.567,25.015,11,22,121.5645,25.0125,"xinyi"
975,121.557,25.015,121.562,25.015,121.557,25.02,121.562,25.02,12,21,121.5595,25.0175,"xinyi"
976,121.557,25.025,121.562,25.025,121.557,25.03,121.562,25.03,14,21,121.5595,25.0275,"xinyi"
977,121.557,25.03,121.562,25.03,121.557,25.035,121.562,25.035,15,21,121.5595,25.0325,"xinyi"
978,121.557,25.035,121.562,25.035,121.557,25.04,121.562,25.04,16,21,121.5595,25.0375,"xinyi"
979,121.557,25.04,121.562,25.04,121.557,25.045,121.562,25.045,17,21,121.5595,25.0425,"xinyi"
980,121.577,25.01,121.582,25.01,121.577,25.015,121.582,25.015,11,25,121.5795,25.0125,"xinyi"
981,121.577,25.015,121.582,25.015,121.577,25.02,121.582,25.02,12,25,121.5795,25.0175,"xinyi"
982,121.582,25.015,121.587,25.015,121.582,25.02,121.587,25.02,12,26,121.5845,25.0175,"xinyi"
983,121.582,25.02,121.587,25.02,121.582,25.025,121.587,25.025,13,26,121.5845,25.0225,"xinyi"
984,121.582,25.025,121.587,25.025,121.582,25.03,121.587,25.03,14,26,121.5845,25.0275,"xinyi"
985,121.587,25.025,121.592,25.025,121.587,25.03,121.592,25.03,14,27,121.5895,25.0275,"xinyi"
986,121.587,25.03,121.592,25.03,121.587,25.035,121.592,25.035,15,27,121.5895,25.0325,"xinyi"
987,121.592,25.03,121.597,25.03,121.592,25.035,121.597,25.035,15,28,121.5945,25.0325,"xinyi"
988,121.587,25.035,121.592,25.035,121.587,25.04,121.592,25.04,16,27,121.5895,25.0375,"xinyi"
989,121.577,25.04,121.582,25.04,121.577,25.045,121.582,25.045,17,25,121.5795,25.0425,"xinyi"
990,121.582,25.04,121.587,25.04,121.582,25.045,121.587,25.045,17,26,121.5845,25.0425,"xinyi"
991,121.577,25.045,121.582,25.045,121.577,25.05,121.582,25.05,18,25,121.5795,25.0475,"xinyi"
992,121.567,25.045,121.572,25.045,121.567,25.05,121.572,25.05,18,23,121.5695,25.0475,"xinyi"
993,121.572,25.045,121.577,25.045,121.572,25.05,121.577,25.05,18,24,121.5745,25.0475,"xinyi"
994,121.567,25.005,121.572,25.005,121.567,25.01,121.572,25.01,10,23,121.5695,25.0075,"xinyi"
995,121.567,25.01,121.572,25.01,121.567,25.015,121.572,25.015,11,23,121.5695,25.0125,"xinyi"
996,121.572,25.01,121.577,25.01,121.572,25.015,121.577,25.015,11,24,121.5745,25.0125,"xinyi"
997,121.522,25.05,121.527,25.05,121.522,25.055,121.527,25.055,19,14,121.5245,25.0525,"zhongshan"
998,121.527,25.05,121.532,25.05,121.527,25.055,121.532,25.055,19,15,121.5295,25.0525,"zhongshan"
999,121.532,25.05,121.537,25.05,121.532,25.055,121.537,25.055,19,16,121.5345,25.0525,"zhongshan"
1000,121.537,25.05,121.542,25.05,121.537,25.055,121.542,25.055,19,17,121.5395,25.0525,"zhongshan"
1001,121.522,25.055,121.527,25.055,121.522,25.06,121.527,25.06,20,14,121.5245,25.0575,"zhongshan"
1002,121.527,25.055,121.532,25.055,121.527,25.06,121.532,25.06,20,15,121.5295,25.0575,"zhongshan"
1003,121.532,25.055,121.537,25.055,121.532,25.06,121.537,25.06,20,16,121.5345,25.0575,"zhongshan"
1004,121.537,25.055,121.542,25.055,121.537,25.06,121.542,25.06,20,17,121.5395,25.0575,"zhongshan"
1005,121.522,25.06,121.527,25.06,121.522,25.065,121.527,25.065,21,14,121.5245,25.0625,"zhongshan"
1006,121.527,25.06,121.532,25.06,121.527,25.065,121.532,25.065,21,15,121.5295,25.0625,"zhongshan"
1007,121.532,25.06,121.537,25.06,121.532,25.065,121.537,25.065,21,16,121.5345,25.0625,"zhongshan"
1008,121.537,25.06,121.542,25.06,121.537,25.065,121.542,25.065,21,17,121.5395,25.0625,"zhongshan"
1009,121.522,25.065,121.527,25.065,121.522,25.07,121.527,25.07,22,14,121.5245,25.0675,"zhongshan"
1010,121.527,25.065,121.532,25.065,121.527,25.07,121.532,25.07,22,15,121.5295,25.0675,"zhongshan"
1011,121.532,25.065,121.537,25.065,121.532,25.07,121.537,25.07,22,16,121.5345,25.0675,"zhongshan"
1012,121.527,25.07,121.532,25.07,121.527,25.075,121.532,25.075,23,15,121.5295,25.0725,"zhongshan"
1013,121.532,25.07,121.537,25.07,121.532,25.075,121.537,25.075,23,16,121.5345,25.0725,"zhongshan"
1014,121.527,25.075,121.532,25.075,121.527,25.08,121.532,25.08,24,15,121.5295,25.0775,"zhongshan"
1015,121.532,25.075,121.537,25.075,121.532,25.08,121.537,25.08,24,16,121.5345,25.0775,"zhongshan"
1016,121.537,25.075,121.542,25.075,121.537,25.08,121.542,25.08,24,17,121.5395,25.0775,"zhongshan"
1017,121.542,25.075,121.547,25.075,121.542,25.08,121.547,25.08,24,18,121.5445,25.0775,"zhongshan"
1018,121.532,25.08,121.537,25.08,121.532,25.085,121.537,25.085,25,16,121.5345,25.0825,"zhongshan"
1019,121.537,25.08,121.542,25.08,121.537,25.085,121.542,25.085,25,17,121.5395,25.0825,"zhongshan"
1020,121.542,25.08,121.547,25.08,121.542,25.085,121.547,25.085,25,18,121.5445,25.0825,"zhongshan"
1021,121.547,25.08,121.552,25.08,121.547,25.085,121.552,25.085,25,19,121.5495,25.0825,"zhongshan"
1022,121.552,25.08,121.557,25.08,121.552,25.085,121.557,25.085,25,20,121.5545,25.0825,"zhongshan"
1023,121.537,25.085,121.542,25.085,121.537,25.09,121.542,25.09,26,17,121.5395,25.0875,"zhongshan"
1024,121.542,25.085,121.547,25.085,121.542,25.09,121.547,25.09,26,18,121.5445,25.0875,"zhongshan"
1025,121.547,25.085,121.552,25.085,121.547,25.09,121.552,25.09,26,19,121.5495,25.0875,"zhongshan"
1026,121.517,25.075,121.522,25.075,121.517,25.08,121.522,25.08,24,13,121.5195,25.0775,"zhongshan"
1027,121.522,25.075,121.527,25.075,121.522,25.08,121.527,25.08,24,14,121.5245,25.0775,"zhongshan"
