"noindex","log1","lat1","log2","lat2","log3","lat3","log4","lat4","row","col","centerlog","centerlat"
872,121.567,25.135,121.572,25.135,121.567,25.14,121.572,25.14,36,23,121.5695,25.1375
873,121.572,25.135,121.577,25.135,121.572,25.14,121.577,25.14,36,24,121.5745,25.1375
874,121.577,25.135,121.582,25.135,121.577,25.14,121.582,25.14,36,25,121.5795,25.1375
875,121.582,25.135,121.587,25.135,121.582,25.14,121.587,25.14,36,26,121.5845,25.1375
876,121.587,25.135,121.592,25.135,121.587,25.14,121.592,25.14,36,27,121.5895,25.1375
877,121.592,25.135,121.597,25.135,121.592,25.14,121.597,25.14,36,28,121.5945,25.1375
878,121.597,25.135,121.602,25.135,121.597,25.14,121.602,25.14,36,29,121.5995,25.1375
879,121.602,25.135,121.607,25.135,121.602,25.14,121.607,25.14,36,30,121.6045,25.1375
880,121.472,25.14,121.477,25.14,121.472,25.145,121.477,25.145,37,4,121.4745,25.1425
881,121.477,25.14,121.482,25.14,121.477,25.145,121.482,25.145,37,5,121.4795,25.1425
882,121.482,25.14,121.487,25.14,121.482,25.145,121.487,25.145,37,6,121.4845,25.1425
883,121.487,25.14,121.492,25.14,121.487,25.145,121.492,25.145,37,7,121.4895,25.1425
884,121.492,25.14,121.497,25.14,121.492,25.145,121.497,25.145,37,8,121.4945,25.1425
885,121.497,25.14,121.502,25.14,121.497,25.145,121.502,25.145,37,9,121.4995,25.1425
886,121.502,25.14,121.507,25.14,121.502,25.145,121.507,25.145,37,10,121.5045,25.1425
887,121.507,25.14,121.512,25.14,121.507,25.145,121.512,25.145,37,11,121.5095,25.1425
888,121.512,25.14,121.517,25.14,121.512,25.145,121.517,25.145,37,12,121.5145,25.1425
889,121.517,25.14,121.522,25.14,121.517,25.145,121.522,25.145,37,13,121.5195,25.1425
890,121.522,25.14,121.527,25.14,121.522,25.145,121.527,25.145,37,14,121.5245,25.1425
891,121.527,25.14,121.532,25.14,121.527,25.145,121.532,25.145,37,15,121.5295,25.1425
892,121.532,25.14,121.537,25.14,121.532,25.145,121.537,25.145,37,16,121.5345,25.1425
893,121.537,25.14,121.542,25.14,121.537,25.145,121.542,25.145,37,17,121.5395,25.1425
894,121.542,25.14,121.547,25.14,121.542,25.145,121.547,25.145,37,18,121.5445,25.1425
895,121.547,25.14,121.552,25.14,121.547,25.145,121.552,25.145,37,19,121.5495,25.1425
896,121.552,25.14,121.557,25.14,121.552,25.145,121.557,25.145,37,20,121.5545,25.1425
897,121.557,25.14,121.562,25.14,121.557,25.145,121.562,25.145,37,21,121.5595,25.1425
898,121.562,25.14,121.567,25.14,121.562,25.145,121.567,25.145,37,22,121.5645,25.1425
899,121.567,25.14,121.572,25.14,121.567,25.145,121.572,25.145,37,23,121.5695,25.1425
900,121.572,25.14,121.577,25.14,121.572,25.145,121.577,25.145,37,24,121.5745,25.1425
901,121.577,25.14,121.582,25.14,121.577,25.145,121.582,25.145,37,25,121.5795,25.1425
902,121.582,25.14,121.587,25.14,121.582,25.145,121.587,25.145,37,26,121.5845,25.1425
903,121.587,25.14,121.592,25.14,121.587,25.145,121.592,25.145,37,27,121.5895,25.1425
904,121.592,25.14,121.597,25.14,121.592,25.145,121.597,25.145,37,28,121.5945,25.1425
905,121.597,25.14,121.602,25.14,121.597,25.145,121.602,25.145,37,29,121.5995,25.1425
906,121.477,25.145,121.482,25.145,121.477,25.15,121.482,25.15,38,5,121.4795,25.1475
907,121.482,25.145,121.487,25.145,121.482,25.15,121.487,25.15,38,6,121.4845,25.1475
908,121.487,25.145,121.492,25.145,121.487,25.15,121.492,25.15,38,7,121.4895,25.1475
909,121.492,25.145,121.497,25.145,121.492,25.15,121.497,25.15,38,8,121.4945,25.1475
910,121.497,25.145,121.502,25.145,121.497,25.15,121.502,25.15,38,9,121.4995,25.1475
911,121.502,25.145,121.507,25.145,121.502,25.15,121.507,25.15,38,10,121.5045,25.1475
912,121.507,25.145,121.512,25.145,121.507,25.15,121.512,25.15,38,11,121.5095,25.1475
913,121.512,25.145,121.517,25.145,121.512,25.15,121.517,25.15,38,12,121.5145,25.1475
914,121.517,25.145,121.522,25.145,121.517,25.15,121.522,25.15,38,13,121.5195,25.1475
915,121.522,25.145,121.527,25.145,121.522,25.15,121.527,25.15,38,14,121.5245,25.1475
916,121.527,25.145,121.532,25.145,121.527,25.15,121.532,25.15,38,15,121.5295,25.1475
917,121.532,25.145,121.537,25.145,121.532,25.15,121.537,25.15,38,16,121.5345,25.1475
918,121.537,25.145,121.542,25.145,121.537,25.15,121.542,25.15,38,17,121.5395,25.1475
919,121.542,25.145,121.547,25.145,121.542,25.15,121.547,25.15,38,18,121.5445,25.1475
920,121.547,25.145,121.552,25.145,121.547,25.15,121.552,25.15,38,19,121.5495,25.1475
921,121.552,25.145,121.557,25.145,121.552,25.15,121.557,25.15,38,20,121.5545,25.1475
922,121.557,25.145,121.562,25.145,121.557,25.15,121.562,25.15,38,21,121.5595,25.1475
923,121.562,25.145,121.567,25.145,121.562,25.15,121.567,25.15,38,22,121.5645,25.1475
924,121.567,25.145,121.572,25.145,121.567,25.15,121.572,25.15,38,23,121.5695,25.1475
925,121.572,25.145,121.577,25.145,121.572,25.15,121.577,25.15,38,24,121.5745,25.1475
926,121.577,25.145,121.582,25.145,121.577,25.15,121.582,25.15,38,25,121.5795,25.1475
927,121.582,25.145,121.587,25.145,121.582,25.15,121.587,25.15,38,26,121.5845,25.1475
928,121.587,25.145,121.592,25.145,121.587,25.15,121.592,25.15,38,27,121.5895,25.1475
929,121.592,25.145,121.597,25.145,121.592,25.15,121.597,25.15,38,28,121.5945,25.1475
930,121.482,25.15,121.487,25.15,121.482,25.155,121.487,25.155,39,6,121.4845,25.1525
931,121.487,25.15,121.492,25.15,121.487,25.155,121.492,25.155,39,7,121.4895,25.1525
932,121.492,25.15,121.497,25.15,121.492,25.155,121.497,25.155,39,8,121.4945,25.1525
933,121.497,25.15,121.502,25.15,121.497,25.155,121.502,25.155,39,9,121.4995,25.1525
934,121.502,25.15,121.507,25.15,121.502,25.155,121.507,25.155,39,10,121.5045,25.1525
935,121.507,25.15,121.512,25.15,121.507,25.155,121.512,25.155,39,11,121.5095,25.1525
936,121.512,25.15,121.517,25.15,121.512,25.155,121.517,25.155,39,12,121.5145,25.1525
937,121.517,25.15,121.522,25.15,121.517,25.155,121.522,25.155,39,13,121.5195,25.1525
938,121.522,25.15,121.527,25.15,121.522,25.155,121.527,25.155,39,14,121.5245,25.1525
939,121.527,25.15,121.532,25.15,121.527,25.155,121.532,25.155,39,15,121.5295,25.1525
940,121.532,25.15,121.537,25.15,121.532,25.155,121.537,25.155,39,16,121.5345,25.1525
941,121.537,25.15,121.542,25.15,121.537,25.155,121.542,25.155,39,17,121.5395,25.1525
942,121.542,25.15,121.547,25.15,121.542,25.155,121.547,25.155,39,18,121.5445,25.1525
943,121.547,25.15,121.552,25.15,121.547,25.155,121.552,25.155,39,19,121.5495,25.1525
944,121.552,25.15,121.557,25.15,121.552,25.155,121.557,25.155,39,20,121.5545,25.1525
945,121.557,25.15,121.562,25.15,121.557,25.155,121.562,25.155,39,21,121.5595,25.1525
946,121.562,25.15,121.567,25.15,121.562,25.155,121.567,25.155,39,22,121.5645,25.1525
947,121.567,25.15,121.572,25.15,121.567,25.155,121.572,25.155,39,23,121.5695,25.1525
948,121.572,25.15,121.577,25.15,121.572,25.155,121.577,25.155,39,24,121.5745,25.1525
949,121.577,25.15,121.582,25.15,121.577,25.155,121.582,25.155,39,25,121.5795,25.1525
950,121.582,25.15,121.587,25.15,121.582,25.155,121.587,25.155,39,26,121.5845,25.1525
951,121.587,25.15,121.592,25.15,121.587,25.155,121.592,25.155,39,27,121.5895,25.1525
952,121.592,25.15,121.597,25.15,121.592,25.155,121.597,25.155,39,28,121.5945,25.1525
953,121.487,25.155,121.492,25.155,121.487,25.16,121.492,25.16,40,7,121.4895,25.1575
954,121.492,25.155,121.497,25.155,121.492,25.16,121.497,25.16,40,8,121.4945,25.1575
955,121.497,25.155,121.502,25.155,121.497,25.16,121.502,25.16,40,9,121.4995,25.1575
956,121.502,25.155,121.507,25.155,121.502,25.16,121.507,25.16,40,10,121.5045,25.1575
957,121.507,25.155,121.512,25.155,121.507,25.16,121.512,25.16,40,11,121.5095,25.1575
958,121.512,25.155,121.517,25.155,121.512,25.16,121.517,25.16,40,12,121.5145,25.1575
959,121.517,25.155,121.522,25.155,121.517,25.16,121.522,25.16,40,13,121.5195,25.1575
960,121.522,25.155,121.527,25.155,121.522,25.16,121.527,25.16,40,14,121.5245,25.1575
961,121.527,25.155,121.532,25.155,121.527,25.16,121.532,25.16,40,15,121.5295,25.1575
962,121.532,25.155,121.537,25.155,121.532,25.16,121.537,25.16,40,16,121.5345,25.1575
963,121.537,25.155,121.542,25.155,121.537,25.16,121.542,25.16,40,17,121.5395,25.1575
964,121.542,25.155,121.547,25.155,121.542,25.16,121.547,25.16,40,18,121.5445,25.1575
965,121.547,25.155,121.552,25.155,121.547,25.16,121.552,25.16,40,19,121.5495,25.1575
966,121.552,25.155,121.557,25.155,121.552,25.16,121.557,25.16,40,20,121.5545,25.1575
967,121.557,25.155,121.562,25.155,121.557,25.16,121.562,25.16,40,21,121.5595,25.1575
968,121.562,25.155,121.567,25.155,121.562,25.16,121.567,25.16,40,22,121.5645,25.1575
969,121.567,25.155,121.572,25.155,121.567,25.16,121.572,25.16,40,23,121.5695,25.1575
970,121.572,25.155,121.577,25.155,121.572,25.16,121.577,25.16,40,24,121.5745,25.1575
971,121.577,25.155,121.582,25.155,121.577,25.16,121.582,25.16,40,25,121.5795,25.1575
972,121.582,25.155,121.587,25.155,121.582,25.16,121.587,25.16,40,26,121.5845,25.1575
973,121.587,25.155,121.592,25.155,121.587,25.16,121.592,25.16,40,27,121.5895,25.1575
974,121.492,25.16,121.497,25.16,121.492,25.165,121.497,25.165,41,8,121.4945,25.1625
975,121.497,25.16,121.502,25.16,121.497,25.165,121.502,25.165,41,9,121.4995,25.1625
976,121.502,25.16,121.507,25.16,121.502,25.165,121.507,25.165,41,10,121.5045,25.1625
977,121.507,25.16,121.512,25.16,121.507,25.165,121.512,25.165,41,11,121.5095,25.1625
978,121.512,25.16,121.517,25.16,121.512,25.165,121.517,25.165,41,12,121.5145,25.1625
979,121.517,25.16,121.522,25.16,121.517,25.165,121.522,25.165,41,13,121.5195,25.1625
980,121.522,25.16,121.527,25.16,121.522,25.165,121.527,25.165,41,14,121.5245,25.1625
981,121.527,25.16,121.532,25.16,121.527,25.165,121.532,25.165,41,15,121.5295,25.1625
982,121.532,25.16,121.537,25.16,121.532,25.165,121.537,25.165,41,16,121.5345,25.1625
983,121.537,25.16,121.542,25.16,121.537,25.165,121.542,25.165,41,17,121.5395,25.1625
984,121.542,25.16,121.547,25.16,121.542,25.165,121.547,25.165,41,18,121.5445,25.1625
985,121.547,25.16,121.552,25.16,121.547,25.165,121.552,25.165,41,19,121.5495,25.1625
986,121.552,25.16,121.557,25.16,121.552,25.165,121.557,25.165,41,20,121.5545,25.1625
987,121.557,25.16,121.562,25.16,121.557,25.165,121.562,25.165,41,21,121.5595,25.1625
988,121.562,25.16,121.567,25.16,121.562,25.165,121.567,25.165,41,22,121.5645,25.1625
989,121.567,25.16,121.572,25.16,121.567,25.165,121.572,25.165,41,23,121.5695,25.1625
990,121.572,25.16,121.577,25.16,121.572,25.165,121.577,25.165,41,24,121.5745,25.1625
991,121.577,25.16,121.582,25.16,121.577,25.165,121.582,25.165,41,25,121.5795,25.1625
992,121.582,25.16,121.587,25.16,121.582,25.165,121.587,25.165,41,26,121.5845,25.1625
993,121.587,25.16,121.592,25.16,121.587,25.165,121.592,25.165,41,27,121.5895,25.1625
994,121.497,25.165,121.502,25.165,121.497,25.17,121.502,25.17,42,9,121.4995,25.1675
995,121.502,25.165,121.507,25.165,121.502,25.17,121.507,25.17,42,10,121.5045,25.1675
996,121.507,25.165,121.512,25.165,121.507,25.17,121.512,25.17,42,11,121.5095,25.1675
997,121.512,25.165,121.517,25.165,121.512,25.17,121.517,25.17,42,12,121.5145,25.1675
998,121.517,25.165,121.522,25.165,121.517,25.17,121.522,25.17,42,13,121.5195,25.1675
999,121.522,25.165,121.527,25.165,121.522,25.17,121.527,25.17,42,14,121.5245,25.1675
1000,121.527,25.165,121.532,25.165,121.527,25.17,121.532,25.17,42,15,121.5295,25.1675
1001,121.532,25.165,121.537,25.165,121.532,25.17,121.537,25.17,42,16,121.5345,25.1675
1002,121.537,25.165,121.542,25.165,121.537,25.17,121.542,25.17,42,17,121.5395,25.1675
1003,121.542,25.165,121.547,25.165,121.542,25.17,121.547,25.17,42,18,121.5445,25.1675
1004,121.547,25.165,121.552,25.165,121.547,25.17,121.552,25.17,42,19,121.5495,25.1675
1005,121.552,25.165,121.557,25.165,121.552,25.17,121.557,25.17,42,20,121.5545,25.1675
1006,121.557,25.165,121.562,25.165,121.557,25.17,121.562,25.17,42,21,121.5595,25.1675
1007,121.562,25.165,121.567,25.165,121.562,25.17,121.567,25.17,42,22,121.5645,25.1675
1008,121.567,25.165,121.572,25.165,121.567,25.17,121.572,25.17,42,23,121.5695,25.1675
1009,121.572,25.165,121.577,25.165,121.572,25.17,121.577,25.17,42,24,121.5745,25.1675
1010,121.577,25.165,121.582,25.165,121.577,25.17,121.582,25.17,42,25,121.5795,25.1675
1011,121.582,25.165,121.587,25.165,121.582,25.17,121.587,25.17,42,26,121.5845,25.1675
1012,121.497,25.17,121.502,25.17,121.497,25.175,121.502,25.175,43,9,121.4995,25.1725
1013,121.502,25.17,121.507,25.17,121.502,25.175,121.507,25.175,43,10,121.5045,25.1725
1014,121.507,25.17,121.512,25.17,121.507,25.175,121.512,25.175,43,11,121.5095,25.1725
1015,121.512,25.17,121.517,25.17,121.512,25.175,121.517,25.175,43,12,121.5145,25.1725
1016,121.517,25.17,121.522,25.17,121.517,25.175,121.522,25.175,43,13,121.5195,25.1725
1017,121.522,25.17,121.527,25.17,121.522,25.175,121.527,25.175,43,14,121.5245,25.1725
1018,121.527,25.17,121.532,25.17,121.527,25.175,121.532,25.175,43,15,121.5295,25.1725
1019,121.532,25.17,121.537,25.17,121.532,25.175,121.537,25.175,43,16,121.5345,25.1725
1020,121.537,25.17,121.542,25.17,121.537,25.175,121.542,25.175,43,17,121.5395,25.1725
1021,121.542,25.17,121.547,25.17,121.542,25.175,121.547,25.175,43,18,121.5445,25.1725
1022,121.547,25.17,121.552,25.17,121.547,25.175,121.552,25.175,43,19,121.5495,25.1725
1023,121.552,25.17,121.557,25.17,121.552,25.175,121.557,25.175,43,20,121.5545,25.1725
1024,121.557,25.17,121.562,25.17,121.557,25.175,121.562,25.175,43,21,121.5595,25.1725
1025,121.562,25.17,121.567,25.17,121.562,25.175,121.567,25.175,43,22,121.5645,25.1725
1026,121.567,25.17,121.572,25.17,121.567,25.175,121.572,25.175,43,23,121.5695,25.1725
1027,121.572,25.17,121.577,25.17,121.572,25.175,121.577,25.175,43,24,121.5745,25.1725
1028,121.577,25.17,121.582,25.17,121.577,25.175,121.582,25.175,43,25,121.5795,25.1725
1029,121.582,25.17,121.587,25.17,121.582,25.175,121.587,25.175,43,26,121.5845,25.1725
1030,121.517,25.175,121.522,25.175,121.517,25.18,121.522,25.18,44,13,121.5195,25.1775
1031,121.522,25.175,121.527,25.175,121.522,25.18,121.527,25.18,44,14,121.5245,25.1775
1032,121.527,25.175,121.532,25.175,121.527,25.18,121.532,25.18,44,15,121.5295,25.1775
1033,121.532,25.175,121.537,25.175,121.532,25.18,121.537,25.18,44,16,121.5345,25.1775
1034,121.537,25.175,121.542,25.175,121.537,25.18,121.542,25.18,44,17,121.5395,25.1775
1035,121.542,25.175,121.547,25.175,121.542,25.18,121.547,25.18,44,18,121.5445,25.1775
1036,121.547,25.175,121.552,25.175,121.547,25.18,121.552,25.18,44,19,121.5495,25.1775
1037,121.552,25.175,121.557,25.175,121.552,25.18,121.557,25.18,44,20,121.5545,25.1775
1038,121.557,25.175,121.562,25.175,121.557,25.18,121.562,25.18,44,21,121.5595,25.1775
1039,121.562,25.175,121.567,25.175,121.562,25.18,121.567,25.18,44,22,121.5645,25.1775
1040,121.567,25.175,121.572,25.175,121.567,25.18,121.572,25.18,44,23,121.5695,25.1775
1041,121.572,25.175,121.577,25.175,121.572,25.18,121.577,25.18,44,24,121.5745,25.1775
1042,121.577,25.175,121.582,25.175,121.577,25.18,121.582,25.18,44,25,121.5795,25.1775
1043,121.582,25.175,121.587,25.175,121.582,25.18,121.587,25.18,44,26,121.5845,25.1775
1044,121.522,25.18,121.527,25.18,121.522,25.185,121.527,25.185,45,14,121.5245,25.1825
1045,121.527,25.18,121.532,25.18,121.527,25.185,121.532,25.185,45,15,121.5295,25.1825
1046,121.532,25.18,121.537,25.18,121.532,25.185,121.537,25.185,45,16,121.5345,25.1825
1047,121.537,25.18,121.542,25.18,121.537,25.185,121.542,25.185,45,17,121.5395,25.1825
1048,121.542,25.18,121.547,25.18,121.542,25.185,121.547,25.185,45,18,121.5445,25.1825
1049,121.547,25.18,121.552,25.18,121.547,25.185,121.552,25.185,45,19,121.5495,25.1825
1050,121.552,25.18,121.557,25.18,121.552,25.185,121.557,25.185,45,20,121.5545,25.1825
1051,121.557,25.18,121.562,25.18,121.557,25.185,121.562,25.185,45,21,121.5595,25.1825
1052,121.562,25.18,121.567,25.18,121.562,25.185,121.567,25.185,45,22,121.5645,25.1825
1053,121.567,25.18,121.572,25.18,121.567,25.185,121.572,25.185,45,23,121.5695,25.1825
1054,121.572,25.18,121.577,25.18,121.572,25.185,121.577,25.185,45,24,121.5745,25.1825
1055,121.577,25.18,121.582,25.18,121.577,25.185,121.582,25.185,45,25,121.5795,25.1825
1056,121.582,25.18,121.587,25.18,121.582,25.185,121.587,25.185,45,26,121.5845,25.1825
1057,121.532,25.185,121.537,25.185,121.532,25.19,121.537,25.19,46,16,121.5345,25.1875
1058,121.537,25.185,121.542,25.185,121.537,25.19,121.542,25.19,46,17,121.5395,25.1875
1059,121.542,25.185,121.547,25.185,121.542,25.19,121.547,25.19,46,18,121.5445,25.1875
1060,121.547,25.185,121.552,25.185,121.547,25.19,121.552,25.19,46,19,121.5495,25.1875
1061,121.552,25.185,121.557,25.185,121.552,25.19,121.557,25.19,46,20,121.5545,25.1875
1062,121.557,25.185,121.562,25.185,121.557,25.19,121.562,25.19,46,21,121.5595,25.1875
1063,121.562,25.185,121.567,25.185,121.562,25.19,121.567,25.19,46,22,121.5645,25.1875
1064,121.567,25.185,121.572,25.185,121.567,25.19,121.572,25.19,46,23,121.5695,25.1875
1065,121.572,25.185,121.577,25.185,121.572,25.19,121.577,25.19,46,24,121.5745,25.1875
1066,121.577,25.185,121.582,25.185,121.577,25.19,121.582,25.19,46,25,121.5795,25.1875
1067,121.582,25.185,121.587,25.185,121.582,25.19,121.587,25.19,46,26,121.5845,25.1875
1068,121.542,25.19,121.547,25.19,121.542,25.195,121.547,25.195,47,18,121.5445,25.1925
1069,121.547,25.19,121.552,25.19,121.547,25.195,121.552,25.195,47,19,121.5495,25.1925
1070,121.552,25.19,121.557,25.19,121.552,25.195,121.557,25.195,47,20,121.5545,25.1925
1071,121.557,25.19,121.562,25.19,121.557,25.195,121.562,25.195,47,21,121.5595,25.1925
1072,121.562,25.19,121.567,25.19,121.562,25.195,121.567,25.195,47,22,121.5645,25.1925
1073,121.567,25.19,121.572,25.19,121.567,25.195,121.572,25.195,47,23,121.5695,25.1925
1074,121.572,25.19,121.577,25.19,121.572,25.195,121.577,25.195,47,24,121.5745,25.1925
1075,121.577,25.19,121.582,25.19,121.577,25.195,121.582,25.195,47,25,121.5795,25.1925
1076,121.582,25.19,121.587,25.19,121.582,25.195,121.587,25.195,47,26,121.5845,25.1925
1077,121.542,25.195,121.547,25.195,121.542,25.2,121.547,25.2,48,18,121.5445,25.1975
1078,121.547,25.195,121.552,25.195,121.547,25.2,121.552,25.2,48,19,121.5495,25.1975
1079,121.552,25.195,121.557,25.195,121.552,25.2,121.557,25.2,48,20,121.5545,25.1975
1080,121.557,25.195,121.562,25.195,121.557,25.2,121.562,25.2,48,21,121.5595,25.1975
1081,121.562,25.195,121.567,25.195,121.562,25.2,121.567,25.2,48,22,121.5645,25.1975
1082,121.567,25.195,121.572,25.195,121.567,25.2,121.572,25.2,48,23,121.5695,25.1975
1083,121.572,25.195,121.577,25.195,121.572,25.2,121.577,25.2,48,24,121.5745,25.1975
1084,121.577,25.195,121.582,25.195,121.577,25.2,121.582,25.2,48,25,121.5795,25.1975
1085,121.582,25.195,121.587,25.195,121.582,25.2,121.587,25.2,48,26,121.5845,25.1975
1086,121.547,25.2,121.552,25.2,121.547,25.205,121.552,25.205,49,19,121.5495,25.2025
1087,121.552,25.2,121.557,25.2,121.552,25.205,121.557,25.205,49,20,121.5545,25.2025
1088,121.557,25.2,121.562,25.2,121.557,25.205,121.562,25.205,49,21,121.5595,25.2025
1089,121.562,25.2,121.567,25.2,121.562,25.205,121.567,25.205,49,22,121.5645,25.2025
1090,121.552,25.205,121.557,25.205,121.552,25.21,121.557,25.21,50,20,121.5545,25.2075
1091,121.557,25.205,121.562,25.205,121.557,25.21,121.562,25.21,50,21,121.5595,25.2075
1092,121.562,25.205,121.567,25.205,121.562,25.21,121.567,25.21,50,22,121.5645,25.2075
