,lat,log
1822,25.1728460627,121.502704844
1823,25.173245979,121.502575962
1824,25.1732954007,121.50264375
1825,25.1733310139,121.502790544
1826,25.1733081742,121.503533595
1827,25.1733325304,121.504365511
1828,25.1732908747,121.504667927
1829,25.1732270167,121.504862674
1830,25.1729799882,121.505162074
1831,25.1728305777,121.505294773
1832,25.1726926693,121.505363338
1833,25.172584209,121.505400714
1834,25.1723155722,121.505418519
1835,25.1718442671,121.505302487
1836,25.1715344246,121.505490943
1837,25.1712699566,121.505609522
1838,25.1711206144,121.505722376
1839,25.1710410617,121.50588574
1840,25.1710287678,121.506181141
1841,25.1711986348,121.506666722
1842,25.1712020693,121.506981719
1843,25.1710702848,121.507239427
1844,25.1706577534,121.507754838
1845,25.1704308581,121.508105154
1846,25.1703555363,121.508350687
1847,25.1696280613,121.509878242
1848,25.1694479428,121.510406695
1849,25.1693780401,121.511042877
1850,25.1693817276,121.511282225
1851,25.1698450175,121.51175663
1852,25.1703423341,121.512180646
1853,25.1707470935,121.512610791
1854,25.1708973252,121.512894777
1855,25.1709351877,121.513040339
1856,25.1709812305,121.513430542
1857,25.1709802679,121.513708008
1858,25.1709270919,121.514072994
1859,25.1705206292,121.515450861
1860,25.1702522306,121.516048062
1861,25.1701858783,121.516306334
1862,25.1700377426,121.517364098
1863,25.1699323625,121.517810694
1864,25.1692857964,121.519408249
1865,25.1692217201,121.519659708
1866,25.1692434473,121.519899439
1867,25.1692883444,121.519968762
1868,25.1694436938,121.520076376
1869,25.1701917914,121.520418704
1870,25.1713402754,121.52114344
1871,25.1715725601,121.521194342
1872,25.172139076,121.521186519
1873,25.1722902018,121.521211654
1874,25.1725630693,121.521274199
1875,25.1728605151,121.521407533
1876,25.1732681476,121.521655115
1877,25.1739364723,121.522216931
1878,25.1741683922,121.522371073
1879,25.174603411,121.52253197
1880,25.1748967598,121.52254686
1881,25.1750774228,121.522516008
1882,25.1753849011,121.522364167
1883,25.1758746263,121.522372144
1884,25.1760620779,121.52233574
1885,25.1762813429,121.522239014
1886,25.1766365309,121.521998084
1887,25.1767742898,121.521973247
1888,25.1769930073,121.522030915
1889,25.1773015871,121.522206776
1890,25.1775473078,121.522287502
1891,25.1779083046,121.522318494
1892,25.178220141,121.522211002
1893,25.1788220031,121.521780443
1894,25.1790502143,121.521705768
1895,25.1791314169,121.521718824
1896,25.1799876025,121.522768231
1897,25.180671005,121.523532921
1898,25.1827354756,121.525640119
1899,25.1829353746,121.525911953
1900,25.183000317,121.526055164
1901,25.1831338613,121.52658064
1902,25.1832215579,121.52730559
1903,25.1832272733,121.527601708
1904,25.1831617655,121.528250347
1905,25.1830399032,121.528878902
1906,25.1830315739,121.529314476
1907,25.1832749583,121.530046612
1908,25.1834855125,121.530491818
1909,25.1836345922,121.531086509
1910,25.1836284264,121.532801652
1911,25.1835975157,121.533237751
1912,25.1836149522,121.533409592
1913,25.1842934069,121.534300829
1914,25.1845492022,121.534714307
1915,25.1848465684,121.534865051
1916,25.1857584778,121.535456888
1917,25.1865113277,121.535721864
1918,25.1866149615,121.535772546
1919,25.1866733895,121.535842254
1920,25.1867570975,121.536409705
1921,25.1868933956,121.536788257
1922,25.1869866987,121.537198246
1923,25.186993148,121.537286333
1924,25.1869224234,121.537495617
1925,25.1868601762,121.537856556
1926,25.1868518843,121.538274783
1927,25.1869645534,121.538943133
1928,25.1870783924,121.539290275
1929,25.1871081538,121.539793312
1930,25.1870752617,121.540148489
1931,25.1870965473,121.540499877
1932,25.1871656122,121.540746054
1933,25.1873877314,121.541105458
1934,25.1877586846,121.541498386
1935,25.1886318585,121.542182822
1936,25.1887754899,121.542403909
1937,25.1888147744,121.542769333
1938,25.1888823198,121.542813969
1939,25.190247544,121.54287025
1940,25.1910965903,121.542748128
1941,25.1914170443,121.542755748
1942,25.1924652164,121.543107049
1943,25.1931601322,121.543164704
1944,25.1937488455,121.543257546
1945,25.194023743,121.543378453
1946,25.1941649782,121.543637367
1947,25.1948622918,121.544308366
1948,25.1954277703,121.544581885
1949,25.1956279586,121.544765414
1950,25.1957199796,121.544904429
1951,25.195937157,121.545377956
1952,25.1962828092,121.545896091
1953,25.1964561227,121.546023067
1954,25.1968323454,121.546207385
1955,25.1969425831,121.546302451
1956,25.1970321149,121.546504405
1957,25.197078738,121.546712677
1958,25.1970133325,121.547310846
1959,25.1970759189,121.547474849
1960,25.1971320851,121.547544558
1961,25.1976748939,121.547843117
1962,25.1978819898,121.547988853
1963,25.1979785926,121.548108978
1964,25.1980681661,121.548298533
1965,25.1981774468,121.548651277
1966,25.1981882842,121.54877164
1967,25.1981468882,121.548979522
1968,25.1980378581,121.549167875
1969,25.1974554551,121.549808065
1970,25.1971204599,121.550676034
1971,25.1976672251,121.551728128
1972,25.1978200252,121.551907735
1973,25.1979415892,121.551990455
1974,25.1980948916,121.552035177
1975,25.1986349508,121.552463365
1976,25.1988646395,121.552601148
1977,25.1990451048,121.552624599
1978,25.1996255085,121.552523337
1979,25.199824136,121.552518033
1980,25.2006204139,121.552627988
1981,25.2008259082,121.552597285
1982,25.2009615525,121.552535261
1983,25.2011358505,121.552397126
1984,25.2016075393,121.551794261
1985,25.2018226177,121.551614134
1986,25.202008046,121.551516977
1987,25.2022112278,121.551500839
1988,25.2031677104,121.551620195
1989,25.2034946342,121.551708186
1990,25.2035913265,121.551803203
1991,25.2036938963,121.552137331
1992,25.2039046474,121.552511954
1993,25.2040431316,121.552898342
1994,25.2042003447,121.553104028
1995,25.2044324482,121.55319966
1996,25.2048656027,121.553245651
1997,25.2050369115,121.553303172
1998,25.2057383751,121.554022066
1999,25.2058758169,121.554132466
2000,25.206254217,121.554335748
2001,25.2067637978,121.554463961
2002,25.2073610152,121.554694282
2003,25.2083958829,121.554975594
2004,25.2084408776,121.555013633
2005,25.2085145976,121.555215539
2006,25.2085920911,121.555614695
2007,25.2086402683,121.556006896
2008,25.2086756837,121.556791641
2009,25.2087157854,121.556930441
2010,25.2092789334,121.557815278
2011,25.2097171267,121.55831966
2012,25.2101314585,121.559165998
2013,25.2101775044,121.559522221
2014,25.2101627603,121.559840333
2015,25.2097519139,121.561054723
2016,25.2096299054,121.561684315
2017,25.209545582,121.562493326
2018,25.209522712,121.5625723
2019,25.2094139278,121.562691504
2020,25.2090027467,121.562803115
2021,25.2082893339,121.562862786
2022,25.2074921314,121.562997739
2023,25.2066649441,121.563302491
2024,25.2058042834,121.56350661
2025,25.205535067,121.563675619
2026,25.2051320167,121.564120928
2027,25.2047879366,121.564390369
2028,25.2034844156,121.564724536
2029,25.202824491,121.564961197
2030,25.2020949145,121.565115357
2031,25.2019550259,121.565104788
2032,25.2012586703,121.564833963
2033,25.2011458988,121.564814839
2034,25.201012647,121.564839341
2035,25.2009220574,121.564920786
2036,25.2004364349,121.565611596
2037,25.2002938429,121.565718226
2038,25.2000227015,121.565798838
2039,25.1998281061,121.565930035
2040,25.1996557367,121.56615002
2041,25.1995578953,121.566357329
2042,25.1992786665,121.567370638
2043,25.1989410195,121.568314214
2044,25.1987912189,121.568533988
2045,25.1984922675,121.568803615
2046,25.198424126,121.568916789
2047,25.1983898588,121.56902361
2048,25.1983077141,121.569842777
2049,25.1981464653,121.570104357
2050,25.1975481664,121.570744683
2051,25.1973330931,121.570917327
2052,25.1971997425,121.570966939
2053,25.1970801041,121.570972893
