"name","word","count"
"環境","環境","11"
"辻利","辻利","11"
"號電話","號電話","11"
"我覺得","我覺得","10"
"開放","開放","10"
"中行里","中行里","10"
"烤肉","烤肉","10"
"報頭條","報頭條","10"
"區的","區的","10"
"票選","票選","10"
"還不","還不","10"
"長輩","長輩","10"
"他說","他說","10"
"雞肉","雞肉","10"
"麵條","麵條","10"
"珍珠奶茶","珍珠奶茶","10"
"店面","店面","10"
"賓館","賓館","10"
"個行政區","個行政區","10"
"隔天","隔天","10"
"持有","持有","10"
"這家","這家","10"
"韓式","韓式","10"
"臺灣","臺灣","10"
"陳正輝","陳正輝","10"
"台灣房屋","台灣房屋","10"
"的地","的地","10"
"辻利茶舗","辻利茶舗","10"
"人員","人員","10"
"眼鏡","眼鏡","10"
"漂亮","漂亮","10"
"上面","上面","10"
"購買","購買","10"
"更是","更是","10"
"減量保價","減量保價","10"
"看看","看看","10"
"中山","中山","10"
"信義店","信義店","10"
"麻辣鍋","麻辣鍋","10"
"收益率","收益率","10"
"輔選","輔選","10"
"榴槤","榴槤","10"
"公車","公車","10"
"營收","營收","10"
"怎麼","怎麼","10"
"自己的","自己的","10"
"蝦味飯糰","蝦味飯糰","10"
"番茄","番茄","10"
"設計師","設計師","10"
"恐攻","恐攻","10"
"人氣王","人氣王","10"
"應該","應該","10"
"一點","一點","10"
"景觀","景觀","10"
"法院","法院","10"
"公里","公里","10"
"鐵板燒","鐵板燒","10"
"士林夜市","士林夜市","10"
"價位","價位","10"
"小菜","小菜","10"
"買賣","買賣","10"
"限定內用","限定內用","10"
"培根","培根","10"
"店裡","店裡","10"
"年前","年前","10"
"新城","新城","10"
"買方","買方","10"
"詹偉立","詹偉立","10"
"食物","食物","10"
"這天","這天","10"
"鮮奶","鮮奶","10"
"性感","性感","10"
"法式甜點","法式甜點","10"
"讓我","讓我","10"
"麻辣","麻辣","10"
"十字架","十字架","10"
"牛肚包","牛肚包","10"
"京站","京站","10"
"拉花","拉花","10"
"恐怖","恐怖","10"
"上午","上午","10"
"會有","會有","10"
"飯糰","飯糰","10"
"內容","內容","10"
"鄉林大境","鄉林大境","10"
"月營收","月營收","10"
"專業","專業","10"
